study_id,site_id,site_name,country,investigator,enrollment_score,quality_norm,screen_fail_score,query_score,deviation_score,activation_score,composite_rank_score,rank_within_study,performance_tier
BIO-2025-373,SITE-1139,Health Sciences Center - Brazil,Brazil,Dr. Petrov,0.3267148014440433,0.4141414141414141,0.22030237580993517,0.6122448979591837,0.75,0.9655172413793104,0.49844079839259253,65,Below Average
BIO-2025-373,SITE-1071,Comprehensive Care Center - South Korea,South Korea,Dr. Tanaka,0.4368231046931408,0.6897546897546898,0.0,0.6122448979591837,0.75,0.42068965517241375,0.4935624143353421,66,Below Average
BIO-2025-373,SITE-1100,Academic Health System - Japan,Japan,Dr. Chen,0.26895306859205775,0.7388167388167388,0.08423326133909281,0.4353741496598639,1.0,0.4896551724137931,0.491908243802585,67,Below Average
BIO-2025-373,SITE-1106,National Medical Center - India,India,Dr. Kim,0.30144404332129965,0.6262626262626262,0.7840172786177105,0.40136054421768697,0.375,0.4620689655172414,0.480877106059884,68,Below Average
BIO-2025-373,SITE-1111,General Hospital - France,France,Dr. Johnson,0.29061371841155237,0.7041847041847041,0.47732181425485964,0.30612244897959184,0.625,0.5586206896551724,0.4806190788905139,69,Below Average
BIO-2025-373,SITE-1079,Comprehensive Care Center - Germany,Germany,Dr. Rossi,0.0,0.6666666666666666,0.5766738660907127,0.44217687074829937,1.0,0.4275862068965517,0.4789195645488403,70,Below Average
BIO-2025-373,SITE-1124,Community Health Network - India,India,Dr. Rossi,0.08303249097472924,0.32611832611832614,0.5464362850971922,0.6258503401360545,0.875,0.7379310344827585,0.4668678852006104,71,Below Average
BIO-2025-373,SITE-1070,Translational Research Hospital - United States,United States,Dr. Patel,0.2978339350180505,0.4357864357864357,0.6587473002159827,0.3605442176870748,0.5,0.6896551724137931,0.45847501583863776,72,Below Average
BIO-2025-373,SITE-1140,Academic Health System - Poland,Poland,Dr. Rossi,0.0,0.6334776334776334,0.4924406047516199,0.5238095238095237,0.875,0.4482758620689655,0.45521063218659474,73,Below Average
BIO-2025-373,SITE-1131,Teaching Hospital - Argentina,Argentina,Dr. Chen,0.009025270758122744,0.58008658008658,0.4924406047516199,0.6258503401360545,0.625,0.5655172413793104,0.43631899957792886,74,Below Average
BIO-2025-373,SITE-1141,General Hospital - Japan,Japan,Dr. Taylor,0.06498194945848375,1.0,0.6371490280777538,0.6394557823129252,0.0,0.19999999999999996,0.4277362089232228,75,Below Average
BIO-2025-373,SITE-1122,Institute of Clinical Sciences - Argentina,Argentina,Dr. Fischer,0.18592057761732853,0.3434343434343435,0.4211663066954643,0.41496598639455784,0.875,0.5379310344827586,0.42562996050298,76,Below Average
BIO-2025-373,SITE-1127,Memorial Cancer Center - Brazil,Brazil,Dr. O'Brien,0.37545126353790614,0.028860028860028884,0.5032397408207343,0.5442176870748299,0.75,0.18620689655172418,0.3878741254959894,77,Below Average
BIO-2025-373,SITE-1099,Health Sciences Center - Canada,Canada,Dr. Taylor,0.17689530685920576,0.17748917748917747,0.2721382289416846,0.020408163265306034,0.625,0.37241379310344824,0.2545950003540304,78,Underperforming
BIO-2026-489,SITE-1167,Comprehensive Care Center - Germany,Germany,Dr. Taylor,0.7617328519855595,0.9783549783549782,0.755939524838013,0.8367346938775511,0.875,0.48275862068965514,0.8045312035436856,1,Top Performer
BIO-2026-489,SITE-1174,Academic Health System - Japan,Japan,Dr. Schmidt,0.9115523465703971,0.8513708513708514,0.5874730021598271,0.7142857142857142,0.625,1.0,0.7871760643836007,2,Top Performer
BIO-2026-489,SITE-1147,Teaching Hospital - France,France,Dr. Dubois,0.3700361010830325,0.7633477633477631,0.7516198704103672,1.0,1.0,0.6620689655172414,0.72412845505359,3,Good
BIO-2026-489,SITE-1157,National Medical Center - United Kingdom,United Kingdom,Dr. Rossi,0.5523465703971119,0.4805194805194805,0.7235421166306695,0.7074829931972789,0.875,0.8827586206896552,0.6683701672463319,4,Good
BIO-2026-489,SITE-1176,Metropolitan Hospital - France,France,Dr. Tanaka,0.5216606498194946,0.6782106782106782,0.9481641468682506,0.34013605442176875,0.75,0.9241379310344827,0.6642161213939604,5,Good
BIO-2026-489,SITE-1151,University Medical Center - United States,United States,Dr. Rossi,0.07581227436823104,0.722943722943723,0.6997840172786177,1.0,1.0,0.7241379310344828,0.6409232088760434,6,Good
BIO-2026-489,SITE-1150,Community Health Network - France,France,Dr. Petrov,0.7220216606498195,0.4242424242424242,0.6436285097192225,0.7687074829931972,0.75,0.3448275862068966,0.6241870575384924,7,Good
BIO-2026-489,SITE-1149,General Hospital - United States,United States,Dr. Mueller,0.5397111913357401,0.6479076479076479,1.0,0.3877551020408163,0.625,0.5724137931034483,0.6236639720319319,8,Good
BIO-2026-489,SITE-1172,Institute of Clinical Sciences - France,France,Dr. Patel,0.40072202166064985,0.6233766233766234,0.6889848812095032,0.5306122448979591,1.0,0.5310344827586206,0.6108988472824686,9,Good
BIO-2026-489,SITE-1175,Teaching Hospital - Japan,Japan,Dr. Kim,0.09205776173285199,1.0,0.4708423326133909,0.8639455782312925,0.75,0.6620689655172414,0.6019395236116396,10,Good
BIO-2026-489,SITE-1160,Teaching Hospital - United States,United States,Dr. Tanaka,0.2978339350180505,0.9307359307359306,0.3455723542116631,0.510204081632653,0.875,0.8137931034482758,0.6016014456231737,11,Good
BIO-2026-489,SITE-1164,Center for Advanced Medicine - France,France,Dr. Yamamoto,0.4819494584837545,0.43290043290043284,0.6673866090712743,0.6666666666666666,0.875,0.6,0.5984254425617164,12,Good
BIO-2026-489,SITE-1158,Health Sciences Center - United States,United States,Dr. Fischer,0.4277978339350181,0.5382395382395383,0.5637149028077754,0.8775510204081632,0.75,0.5448275862068965,0.5977700132347427,13,Good
BIO-2026-489,SITE-1163,Teaching Hospital - United Kingdom,United Kingdom,Dr. Taylor,0.5776173285198556,0.4819624819624819,0.33693304535637136,0.5850340136054422,0.875,0.8551724137931034,0.5958591287460427,14,Good
BIO-2026-489,SITE-1162,Clinical Research Center - Germany,Germany,Dr. Mueller,0.17509025270758122,0.6709956709956709,0.9892008639308856,1.0,0.5,0.43448275862068964,0.5948001028277313,15,Good
BIO-2026-489,SITE-1183,Comprehensive Care Center - India,India,Dr. Mueller,0.5776173285198556,0.30447330447330445,0.44924406047516197,0.6326530612244898,1.0,0.7103448275862069,0.5886180440381933,16,Good
BIO-2026-489,SITE-1166,Health Sciences Center - India,India,Dr. Brown,0.4205776173285199,0.5295815295815296,0.5377969762419006,0.8639455782312925,0.5,0.7931034482758621,0.575632438247001,17,Good
BIO-2026-489,SITE-1155,Institute of Clinical Sciences - Germany,Germany,Dr. Taylor,0.11191335740072202,0.6277056277056277,0.5032397408207343,0.5578231292517006,1.0,0.9310344827586207,0.5557823436780334,18,Good
BIO-2026-489,SITE-1177,Biomedical Research Institute - India,India,Dr. Mueller,0.26714801444043323,0.8051948051948052,0.6025917926565875,0.45578231292517,0.875,0.33793103448275863,0.5516251839346089,19,Good
BIO-2026-489,SITE-1170,Metropolitan Hospital - Germany,Germany,Dr. Patel,0.44584837545126355,0.1818181818181818,0.630669546436285,0.7006802721088434,1.0,0.4758620689655172,0.5451144099047732,20,Below Average
BIO-2026-489,SITE-1181,General Hospital - United Kingdom,United Kingdom,Dr. Kim,0.44765342960288806,0.30447330447330445,0.673866090712743,0.4217687074829932,1.0,0.5172413793103448,0.5388773759557778,21,Below Average
BIO-2026-489,SITE-1153,Biomedical Research Institute - Japan,Japan,Dr. Petrov,0.2924187725631769,0.5411255411255411,0.8120950323974082,0.40136054421768697,0.625,0.703448275862069,0.5274429654443736,22,Below Average
BIO-2026-489,SITE-1173,Memorial Cancer Center - Japan,Japan,Dr. Lee,0.08303249097472924,0.6450216450216449,0.7321814254859611,0.7210884353741497,0.75,0.4620689655172414,0.5264598274287521,23,Below Average
BIO-2026-489,SITE-1159,Regional Research Institute - India,India,Dr. Fischer,0.0,0.6810966810966811,0.652267818574514,0.5714285714285714,0.875,0.6965517241379311,0.5206789671335922,24,Below Average
BIO-2026-489,SITE-1180,Clinical Research Center - France,France,Dr. Johnson,0.33754512635379064,0.49783549783549785,0.3455723542116631,0.7074829931972789,0.875,0.4482758620689655,0.5179892694737851,25,Below Average
BIO-2026-489,SITE-1161,Clinical Research Center - Japan,Japan,Dr. Singh,0.18411552346570398,0.15151515151515146,0.8077753779697624,0.7959183673469388,0.75,0.8275862068965517,0.5121445936566166,26,Below Average
BIO-2026-489,SITE-1179,Comprehensive Care Center - United States,United States,Dr. Tanaka,0.15342960288808663,0.6565656565656566,0.4211663066954643,0.7959183673469388,0.75,0.38620689655172413,0.5033539227966859,27,Below Average
BIO-2026-489,SITE-1182,Teaching Hospital - United States,United States,Dr. Anderson,0.04332129963898917,0.4617604617604617,0.7062634989200863,0.8163265306122449,0.75,0.5862068965517242,0.5026916113468618,28,Below Average
BIO-2026-489,SITE-1169,National Medical Center - United Kingdom,United Kingdom,Dr. Chen,0.1588447653429603,0.4718614718614718,0.714902807775378,0.4897959183673469,0.875,0.4,0.48603829462944315,29,Below Average
BIO-2026-489,SITE-1156,Regional Research Institute - United Kingdom,United Kingdom,Dr. Martinez,0.26534296028880866,0.5454545454545455,0.20734341252699773,0.6326530612244898,0.875,0.4620689655172414,0.4788830167775586,30,Below Average
BIO-2026-489,SITE-1184,Clinical Research Center - Germany,Germany,Dr. Patel,0.38447653429602885,0.38528138528138517,0.5637149028077754,0.3129251700680272,0.875,0.19999999999999996,0.4559214215616546,31,Below Average
BIO-2026-489,SITE-1165,National Medical Center - Japan,Japan,Dr. Schmidt,0.3212996389891697,0.26406926406926406,0.5766738660907127,0.3537414965986394,0.75,0.5793103448275863,0.44313210144730664,32,Below Average
BIO-2026-489,SITE-1154,General Hospital - France,France,Dr. Anderson,0.36281588447653423,0.31601731601731603,0.3801295896328293,0.6258503401360545,0.75,0.06206896551724139,0.42351132033965344,33,Below Average
BIO-2026-489,SITE-1152,General Hospital - France,France,Dr. Nakamura,0.1624548736462094,0.39826839826839816,0.6976241900647948,0.17006802721088432,0.75,0.5448275862068965,0.4174039892772735,34,Below Average
BIO-2026-489,SITE-1171,Clinical Research Center - United States,United States,Dr. Mueller,0.09747292418772564,0.6262626262626262,0.4989200863930885,0.7006802721088434,0.25,0.33793103448275863,0.4008539135230223,35,Below Average
BIO-2026-489,SITE-1148,Teaching Hospital - Germany,Germany,Dr. Williams,0.30685920577617326,0.5699855699855699,0.1922246220302376,0.2857142857142857,0.5,0.42068965517241375,0.37947171712007716,36,Below Average
BIO-2026-489,SITE-1168,Center for Advanced Medicine - India,India,Dr. Singh,0.10469314079422382,0.0,0.5140388768898487,0.40816326530612246,0.75,0.7379310344827585,0.35079670997622747,37,Below Average
BIO-2026-489,SITE-1178,Metropolitan Hospital - France,France,Dr. Yamamoto,0.07942238267148015,0.39682539682539675,0.2267818574514039,0.2517006802721088,0.5,0.7517241379310344,0.32116546948457975,38,Underperforming
BIO-2027-826,SITE-1199,Medical Research Clinic - Spain,Spain,Dr. Williams,0.7833935018050541,0.8860028860028861,0.6997840172786177,0.653061224489796,0.75,0.6344827586206896,0.7519240147791717,1,Top Performer
BIO-2027-826,SITE-1189,Community Health Network - Argentina,Argentina,Dr. Patel,0.35379061371841153,0.8961038961038961,0.5917926565874729,0.8299319727891157,0.875,0.8551724137931034,0.6976943684361807,2,Good
BIO-2027-826,SITE-1206,Memorial Cancer Center - Canada,Canada,Dr. Schmidt,0.48014440433212996,0.6767676767676768,0.5032397408207343,1.0,0.875,0.7724137931034483,0.6893669768700228,3,Good
BIO-2027-826,SITE-1193,National Medical Center - South Africa,South Africa,Dr. Thompson,0.24548736462093865,0.9191919191919191,0.9524838012958963,0.5034013605442177,1.0,0.6965517241379311,0.6832481716834288,4,Good
BIO-2027-826,SITE-1200,Translational Research Hospital - Japan,Japan,Dr. Patel,0.6335740072202166,0.39826839826839816,0.5421166306695464,0.7210884353741497,0.875,0.8551724137931034,0.6442951827445986,5,Good
BIO-2027-826,SITE-1191,Comprehensive Care Center - South Korea,South Korea,Dr. Martinez,0.41335740072202165,0.48917748917748916,0.8466522678185745,0.8503401360544217,1.0,0.3310344827586207,0.6388271568728148,6,Good
BIO-2027-826,SITE-1205,Regional Research Institute - South Korea,South Korea,Dr. Martinez,0.18772563176895307,1.0,0.6371490280777538,0.3265306122448979,1.0,0.7931034482758621,0.6207936988182222,7,Good
BIO-2027-826,SITE-1201,Memorial Cancer Center - United States,United States,Dr. Tanaka,0.4494584837545127,0.6782106782106782,0.7602591792656587,0.3945578231292517,1.0,0.46896551724137936,0.6181258586641383,8,Good
BIO-2027-826,SITE-1186,Community Health Network - Canada,Canada,Dr. Chen,0.6606498194945849,0.47619047619047616,0.6393088552915767,0.727891156462585,0.75,0.2896551724137931,0.606946069116245,9,Good
BIO-2027-826,SITE-1195,Academic Health System - South Africa,South Africa,Dr. Yamamoto,0.296028880866426,0.8614718614718614,0.4946004319654428,0.48299319727891155,0.75,0.8275862068965517,0.588199257587287,10,Good
BIO-2027-826,SITE-1202,Memorial Cancer Center - Argentina,Argentina,Dr. Rossi,0.30144404332129965,0.29292929292929293,0.8682505399568035,0.9115646258503401,0.875,0.5586206896551724,0.5880312132527723,11,Good
BIO-2027-826,SITE-1196,Biomedical Research Institute - India,India,Dr. Lopez,0.51985559566787,0.4386724386724386,0.6155507559395248,0.6462585034013606,0.75,0.5517241379310345,0.5746421893456914,12,Good
BIO-2027-826,SITE-1207,Teaching Hospital - India,India,Dr. Kim,0.34296028880866425,0.8095238095238094,0.44492440604751615,0.5306122448979591,0.625,0.6551724137931034,0.5532425731280596,13,Good
BIO-2027-826,SITE-1203,Biomedical Research Institute - United Kingdom,United Kingdom,Dr. Chen,0.22202166064981949,0.8124098124098122,0.7451403887688984,0.564625850340136,0.5,0.5172413793103448,0.5411764514418069,14,Below Average
BIO-2027-826,SITE-1185,Teaching Hospital - Argentina,Argentina,Dr. Kim,0.13357400722021662,0.6046176046176045,0.4600431965442764,0.7482993197278911,0.875,0.6896551724137931,0.5357839174107795,15,Below Average
BIO-2027-826,SITE-1190,Institute of Clinical Sciences - Argentina,Argentina,Dr. Garcia,0.2942238267148014,0.6262626262626262,0.7602591792656587,0.48299319727891155,0.875,0.15172413793103445,0.5317187522060145,16,Below Average
BIO-2027-826,SITE-1204,National Medical Center - Spain,Spain,Dr. Anderson,0.20938628158844763,0.33910533910533913,0.5961123110151187,1.0,0.625,0.6965517241379311,0.5229896572842406,17,Below Average
BIO-2027-826,SITE-1198,Teaching Hospital - Canada,Canada,Dr. Patel,0.20036101083032493,0.834054834054834,0.388768898488121,0.5850340136054422,0.75,0.4620689655172414,0.5216785528843066,18,Below Average
BIO-2027-826,SITE-1187,Health Sciences Center - Spain,Spain,Dr. Anderson,0.3989169675090253,0.4675324675324675,0.4643628509719222,0.5714285714285714,0.875,0.32413793103448274,0.5122682418472722,19,Below Average
BIO-2027-826,SITE-1192,Institute of Clinical Sciences - South Korea,South Korea,Dr. Dubois,0.27075812274368233,0.3448773448773449,0.652267818574514,0.5170068027210885,0.875,0.6413793103448275,0.5074441238902127,20,Below Average
BIO-2027-826,SITE-1194,Center for Advanced Medicine - Argentina,Argentina,Dr. Johnson,0.04693140794223827,0.5873015873015872,0.47300215982721383,0.7414965986394557,0.875,0.6206896551724138,0.5046869487331188,21,Below Average
BIO-2027-826,SITE-1188,Metropolitan Hospital - Spain,Spain,Dr. Dubois,0.0,0.42279942279942273,0.8617710583153347,0.4693877551020408,0.75,0.37241379310344824,0.4339750858828357,22,Below Average
BIO-2027-826,SITE-1197,National Medical Center - Canada,Canada,Dr. Williams,0.2942238267148014,0.3924963924963924,0.3412526997840173,0.653061224489796,0.5,0.5448275862068965,0.43068508243974046,23,Below Average
BIO-2028-747,SITE-1241,Community Health Network - India,India,Dr. Thompson,0.5379061371841155,0.5901875901875901,1.0,0.8843537414965986,1.0,0.806896551724138,0.7658567687304505,1,Top Performer
BIO-2028-747,SITE-1209,Clinical Research Center - United Kingdom,United Kingdom,Dr. Garcia,0.7075812274368231,0.8095238095238094,0.8056155507559395,0.7687074829931972,0.875,0.42068965517241375,0.7482674893435795,2,Good
BIO-2028-747,SITE-1247,Health Sciences Center - United Kingdom,United Kingdom,Dr. Petrov,0.2545126353790614,0.7518037518037516,1.0,0.9115646258503401,0.75,1.0,0.7132236030830666,3,Good
BIO-2028-747,SITE-1214,National Medical Center - South Korea,South Korea,Dr. Martinez,0.5487364620938628,0.8542568542568543,0.7969762419006479,0.8095238095238095,0.875,0.1448275862068965,0.6947432527091948,4,Good
BIO-2028-747,SITE-1249,Community Health Network - United Kingdom,United Kingdom,Dr. Nakamura,0.3862815884476534,0.6248196248196247,0.7732181425485961,0.727891156462585,1.0,0.5517241379310345,0.6518731307206189,5,Good
BIO-2028-747,SITE-1220,Comprehensive Care Center - South Korea,South Korea,Dr. Dubois,0.203971119133574,0.8787878787878787,0.5961123110151187,1.0,0.75,0.6965517241379311,0.6483223746070302,6,Good
BIO-2028-747,SITE-1223,Health Sciences Center - Poland,Poland,Dr. Johnson,0.5270758122743682,0.5959595959595959,0.5421166306695464,1.0,0.75,0.5241379310344827,0.6471921599643915,7,Good
BIO-2028-747,SITE-1219,Comprehensive Care Center - United Kingdom,United Kingdom,Dr. Taylor,0.39350180505415167,1.0,0.7062634989200863,0.45578231292517,1.0,0.24137931034482762,0.6468202540748091,8,Good
BIO-2028-747,SITE-1245,Academic Health System - Canada,Canada,Dr. Nakamura,0.4729241877256318,0.6551226551226551,0.7926565874730022,0.7074829931972789,0.625,0.6689655172413793,0.634923066780619,9,Good
BIO-2028-747,SITE-1226,Community Health Network - United States,United States,Dr. Williams,0.37545126353790614,0.7157287157287158,0.3822894168466522,0.7210884353741497,0.875,0.9172413793103449,0.6254893747943745,10,Good
BIO-2028-747,SITE-1221,Clinical Research Center - Poland,Poland,Dr. Thompson,0.5902527075812274,0.3059163059163059,0.7213822894168467,0.6938775510204082,0.75,0.6896551724137931,0.6025009313855355,11,Good
BIO-2028-747,SITE-1248,General Hospital - United States,United States,Dr. Martinez,0.0,1.0,0.7062634989200863,0.8367346938775511,0.75,0.5793103448275863,0.6018807634024042,12,Good
BIO-2028-747,SITE-1228,University Medical Center - Germany,Germany,Dr. Tanaka,0.20577617328519854,0.6378066378066377,0.4967602591792656,0.8095238095238095,0.875,0.903448275862069,0.5965428087742953,13,Good
BIO-2028-747,SITE-1212,Metropolitan Hospital - Australia,Australia,Dr. Singh,0.35018050541516244,0.5295815295815296,0.5377969762419006,0.6938775510204082,1.0,0.6827586206896552,0.5964884734284084,14,Good
BIO-2028-747,SITE-1238,Community Health Network - South Korea,South Korea,Dr. Taylor,0.38086642599277976,0.9177489177489175,0.4989200863930885,0.3945578231292517,0.875,0.4758620689655172,0.5916242833728811,15,Good
BIO-2028-747,SITE-1236,National Medical Center - United Kingdom,United Kingdom,Dr. Anderson,0.4891696750902527,0.20202020202020202,0.7257019438444925,0.9047619047619048,1.0,0.3310344827586207,0.5903694847434252,16,Good
BIO-2028-747,SITE-1235,Comprehensive Care Center - Australia,Australia,Dr. Lopez,0.23826714801444043,0.5959595959595959,0.8984881209503239,0.5510204081632653,1.0,0.37241379310344824,0.5834263648729126,17,Good
BIO-2028-747,SITE-1237,Medical Research Clinic - Germany,Germany,Dr. Patel,0.2545126353790614,0.8874458874458874,0.6760259179265659,0.5986394557823129,0.75,0.32413793103448274,0.5772309354937228,18,Good
BIO-2028-747,SITE-1215,Community Health Network - United Kingdom,United Kingdom,Dr. Taylor,0.41335740072202165,0.6911976911976911,0.6587473002159827,0.5782312925170068,0.75,0.35862068965517246,0.5754877462955094,19,Good
BIO-2028-747,SITE-1210,Regional Research Institute - Australia,Australia,Dr. Martinez,0.4729241877256318,0.44588744588744583,0.5529157667386608,0.5442176870748299,1.0,0.4758620689655172,0.5695647610774724,20,Good
BIO-2028-747,SITE-1244,Clinical Research Center - Spain,Spain,Dr. Nakamura,0.2563176895306859,0.8297258297258296,0.29589632829373647,0.8027210884353742,0.875,0.43448275862068964,0.569515476699273,21,Good
BIO-2028-747,SITE-1242,Medical Research Clinic - India,India,Dr. Mueller,0.22021660649819494,0.766233766233766,0.48812095032397407,0.6802721088435374,0.75,0.6,0.5560598637464287,22,Good
BIO-2028-747,SITE-1224,Regional Research Institute - Argentina,Argentina,Dr. Thompson,0.37364620938628157,0.49927849927849927,0.8833693304535637,0.4285714285714285,0.625,0.7103448275862069,0.5548428488146397,23,Good
BIO-2028-747,SITE-1233,Metropolitan Hospital - Argentina,Argentina,Dr. Tanaka,0.36281588447653423,0.5512265512265511,0.32829373650107985,0.7891156462585034,0.875,0.46896551724137936,0.5467072405025193,24,Below Average
BIO-2028-747,SITE-1230,Center for Advanced Medicine - United Kingdom,United Kingdom,Dr. Lopez,0.2635379061371841,0.834054834054834,0.6976241900647948,0.3129251700680272,0.625,0.6758620689655173,0.5456140542617379,25,Below Average
BIO-2028-747,SITE-1240,Teaching Hospital - France,France,Dr. Williams,0.17509025270758122,0.6277056277056277,0.734341252699784,0.7687074829931972,0.75,0.3793103448275862,0.5452020335547265,26,Below Average
BIO-2028-747,SITE-1227,Biomedical Research Institute - Spain,Spain,Dr. Tanaka,0.25090252707581223,0.5728715728715728,0.7321814254859611,0.7482993197278911,0.625,0.503448275862069,0.5434668857115523,27,Below Average
BIO-2028-747,SITE-1234,General Hospital - United Kingdom,United Kingdom,Dr. Thompson,0.3267148014440433,0.3376623376623377,0.6673866090712743,0.6054421768707483,0.875,0.7172413793103448,0.5431096237158163,28,Below Average
BIO-2028-747,SITE-1213,Institute of Clinical Sciences - Spain,Spain,Dr. Petrov,0.13537906137184116,0.6219336219336219,0.5248380129589633,0.7755102040816326,0.75,0.6896551724137931,0.5347492395271534,29,Below Average
BIO-2028-747,SITE-1229,Community Health Network - South Korea,South Korea,Dr. Patel,0.08844765342960288,0.5021645021645021,0.9136069114470842,0.510204081632653,0.875,0.6275862068965516,0.5301250834419169,30,Below Average
BIO-2028-747,SITE-1218,Translational Research Hospital - Poland,Poland,Dr. Yamamoto,0.09747292418772564,0.9264069264069262,0.25485961123110146,0.564625850340136,1.0,0.45517241379310347,0.5280896769433127,31,Below Average
BIO-2028-747,SITE-1208,Institute of Clinical Sciences - United States,United States,Dr. Lee,0.5252707581227437,0.4834054834054834,0.4665226781857451,0.346938775510204,0.875,0.45517241379310347,0.5267852456454853,32,Below Average
BIO-2028-747,SITE-1243,Community Health Network - Canada,Canada,Dr. Patel,0.33754512635379064,0.39826839826839816,0.7300215982721382,0.5034013605442177,0.75,0.5724137931034483,0.5187947843749255,33,Below Average
BIO-2028-747,SITE-1217,Translational Research Hospital - Germany,Germany,Dr. Schmidt,0.148014440433213,0.5036075036075036,0.5053995680345572,1.0,0.875,0.18620689655172418,0.5134057356901599,34,Below Average
BIO-2028-747,SITE-1216,Institute of Clinical Sciences - Canada,Canada,Dr. Schmidt,0.26173285198555957,0.577200577200577,0.12526997840172782,0.9863945578231292,0.5,0.7517241379310344,0.4977954226633374,35,Below Average
BIO-2028-747,SITE-1232,General Hospital - Germany,Germany,Dr. Patel,0.03429602888086643,0.46464646464646464,0.5939524838012958,0.5782312925170068,0.75,0.9655172413793104,0.48638259073518597,36,Below Average
BIO-2028-747,SITE-1222,Translational Research Hospital - France,France,Dr. Johnson,0.15162454873646208,0.7171717171717172,0.6717062634989202,0.18367346938775508,0.625,0.7379310344827585,0.47719054399973615,37,Below Average
BIO-2028-747,SITE-1246,Institute of Clinical Sciences - United States,United States,Dr. Garcia,0.0,0.6161616161616161,0.5723542116630669,0.7551020408163265,0.875,0.23448275862068968,0.4770490369663012,38,Below Average
BIO-2028-747,SITE-1225,Memorial Cancer Center - Japan,Japan,Dr. Brown,0.2851985559566787,0.341991341991342,0.3131749460043197,0.5510204081632653,0.875,0.19999999999999996,0.4205772105125758,39,Below Average
BIO-2028-747,SITE-1239,Comprehensive Care Center - Canada,Canada,Dr. Patel,0.26534296028880866,0.3722943722943722,0.21814254859611215,0.5238095238095237,0.75,0.4896551724137931,0.4135529426333013,40,Below Average
BIO-2028-747,SITE-1231,Biomedical Research Institute - Spain,Spain,Dr. Garcia,0.0,0.3722943722943722,0.4643628509719222,0.6938775510204082,0.75,0.4,0.400694934757724,41,Below Average
BIO-2028-747,SITE-1211,Metropolitan Hospital - Spain,Spain,Dr. Lee,0.19133574007220217,0.19336219336219335,0.028077753779697567,0.5850340136054422,0.875,0.8827586206896552,0.3979990008672257,42,Below Average
BIO-2029-132,SITE-1252,Health Sciences Center - United States,United States,Dr. Brown,0.13898916967509026,0.6464646464646464,0.7386609071274297,0.9387755102040817,0.875,0.4413793103448276,0.5910436153459112,1,Good
BIO-2029-132,SITE-1251,Community Health Network - Spain,Spain,Dr. O'Brien,0.38808664259927794,0.6897546897546898,0.5788336933045356,0.0,0.375,0.40689655172413797,0.4187373077688516,2,Below Average
BIO-2029-132,SITE-1250,Medical Research Clinic - Brazil,Brazil,Dr. Rossi,0.032490974729241874,0.3924963924963924,0.5550755939524837,0.41496598639455784,1.0,0.35862068965517246,0.41799032819916243,3,Below Average
BIO-2030-894,SITE-1260,Medical Research Clinic - Poland,Poland,Dr. Martinez,0.7436823104693141,0.7474747474747474,0.6587473002159827,0.6190476190476191,0.875,0.6758620689655173,0.7259209718983699,1,Good
BIO-2030-894,SITE-1270,Academic Health System - Spain,Spain,Dr. Dubois,0.8357400722021661,0.6277056277056277,0.7170626349892009,0.7482993197278911,0.5,0.9241379310344827,0.7216942299026792,2,Good
BIO-2030-894,SITE-1264,General Hospital - Argentina,Argentina,Dr. Martinez,0.41335740072202165,0.6421356421356421,0.7257019438444925,0.8639455782312925,0.875,1.0,0.7014636069190016,3,Good
BIO-2030-894,SITE-1275,Biomedical Research Institute - United Kingdom,United Kingdom,Dr. Dubois,0.407942238267148,0.6652236652236652,0.9460043196544277,0.8299319727891157,0.75,0.8344827586206897,0.6973690123401204,4,Good
BIO-2030-894,SITE-1258,Regional Research Institute - Spain,Spain,Dr. Anderson,0.5902527075812274,0.6522366522366522,0.7062634989200863,0.7959183673469388,0.875,0.503448275862069,0.6849326148688979,5,Good
BIO-2030-894,SITE-1269,Biomedical Research Institute - United States,United States,Dr. Taylor,0.6046931407942239,0.7489177489177488,0.5183585313174945,0.6394557823129252,1.0,0.5310344827586206,0.6777324303025307,6,Good
BIO-2030-894,SITE-1261,Comprehensive Care Center - Japan,Japan,Dr. Brown,0.296028880866426,1.0,0.6781857451403888,0.4897959183673469,0.875,0.8344827586206897,0.6639027456048358,7,Good
BIO-2030-894,SITE-1273,Biomedical Research Institute - Canada,Canada,Dr. Kim,0.7310469314079422,0.2972582972582973,0.6954643628509718,0.4897959183673469,0.875,0.8758620689655172,0.6388386413829445,8,Good
BIO-2030-894,SITE-1257,Center for Advanced Medicine - Argentina,Argentina,Dr. Silva,0.30144404332129965,0.8773448773448774,0.6047516198704104,0.7346938775510203,0.75,0.5310344827586206,0.617350259188377,9,Good
BIO-2030-894,SITE-1256,Medical Research Clinic - France,France,Dr. Martinez,0.17689530685920576,0.5743145743145742,0.8509719222462203,0.8571428571428571,0.75,0.7793103448275862,0.6057349929688365,10,Good
BIO-2030-894,SITE-1267,Comprehensive Care Center - Germany,Germany,Dr. Garcia,0.1931407942238267,0.9855699855699855,0.5982721382289417,0.510204081632653,0.875,0.5862068965517242,0.6015413183043654,11,Good
BIO-2030-894,SITE-1263,Memorial Cancer Center - Spain,Spain,Dr. Brown,0.5018050541516245,0.5598845598845598,0.4665226781857451,0.7142857142857142,0.75,0.6275862068965516,0.5898080550751922,12,Good
